567,0.5200000000
570,0.0000000000
572,0.8594444444
573,1.0000000000
578,0.3300000000
580,0.9200000000
583,0.7200000000
585,0.9600000000
587,0.3800000000
588,0.0000000000
592,0.0200000000
596,0.9200000000
597,0.0700000000
603,0.0900000000
609,0.8900000000
612,0.9800000000
614,0.0200000000
615,0.9600000000
618,0.9000000000
619,0.0500000000
620,0.3000000000
625,0.3000000000
626,0.0600000000
627,1.0000000000
631,0.0200000000
632,0.6200000000
634,0.1300000000
635,0.8100000000
638,0.4400000000
642,0.1400000000
643,0.4886666667
644,0.9800000000
646,0.0200000000
647,0.2400000000
648,0.0000000000
650,0.0000000000
652,0.1200000000
653,0.9900000000
654,0.5000000000
655,0.0200000000
656,0.0000000000
657,0.6700000000
658,0.0000000000
666,0.0000000000
669,0.9900000000
671,0.5800000000
672,0.0000000000
674,0.0000000000
676,0.0000000000
678,0.3800000000
680,0.9000000000
681,0.4100000000
683,0.0000000000
686,0.0100000000
688,0.0200000000
693,0.0600000000
694,0.2042857143
695,0.0100000000
698,0.4400000000
700,0.9900000000
701,0.8394444444
704,0.2000000000
706,0.6100000000
708,0.9200000000
710,0.9900000000
712,0.5116666667
713,0.2850000000
715,0.0100000000
718,0.0850526696
720,0.9200000000
722,0.2950000000
724,0.3700000000
725,0.0100000000
726,0.6300000000
727,0.9900000000
728,0.2200000000
731,0.6575000000
735,0.0400000000
738,0.0000000000
740,0.5195000000
742,0.8900000000
744,0.2365000000
750,0.9400000000
752,0.5716666667
753,0.0000000000
760,0.0100000000
761,0.0000000000
762,0.4044285714
764,0.0000000000
766,0.2700000000
768,0.1416666667
769,0.7583333333
771,0.3775000000
778,0.0012500000
780,0.7733333333
782,0.8900000000
784,0.0200000000
785,0.0100000000
786,0.8800000000
787,0.1200000000
788,0.4900000000
796,0.7300000000
799,0.6100000000
800,0.2950000000
803,0.6600000000
806,0.1100000000
807,0.7800000000
808,0.0983333333
810,0.0600000000
811,0.1150000000
813,0.0400000000
815,0.0120000000
816,0.6400000000
817,0.3600000000
818,0.0900000000
819,0.0200000000
820,1.0000000000
822,0.1100000000
823,0.5500000000
825,0.0100000000
827,0.6100000000
832,0.3860952381
833,0.0000000000
837,0.0000000000
838,0.3786666667
839,0.1600000000
841,0.4700000000
843,0.0200000000
848,0.1100000000
851,0.1200000000
852,0.8000000000
857,0.4432301587
859,0.3860952381
862,0.7300000000
864,0.0000000000
866,0.8000000000
870,0.0600000000
875,0.7500000000
876,0.0000000000
877,0.0200000000
878,0.0000000000
880,0.9400000000
881,0.2626666667
882,0.5700000000
883,0.0300000000
885,0.3200000000
886,0.0400000000
887,0.9300000000
889,0.5300000000
890,0.2280000000
